"date","song","artist","index"
1994-06-25,"Wink","Neal McCoy",0
1994-07-02,"Wink","Neal McCoy",0
1994-07-09,"Wink","Neal McCoy",0
1994-07-16,"Foolish Pride","Travis Tritt",0
1994-07-23,"Summertime Blues","Alan Jackson",0
1994-07-30,"Summertime Blues","Alan Jackson",0
1994-08-06,"Summertime Blues","Alan Jackson",0
1994-08-13,"Be My Baby Tonight","John Michael Montgomery",0
1994-08-20,"Be My Baby Tonight","John Michael Montgomery",0
1994-08-27,"Dreaming With My Eyes Open","Clay Walker",0
1994-09-03,"Whisper My Name","Randy Travis",0
1994-09-10,"Xxx s And Ooo s (An American Girl)","Trisha Yearwood",0
1994-09-17,"Xxx s And Ooo s (An American Girl)","Trisha Yearwood",0
1994-09-24,"Third Rock From The Sun","Joe Diffie",0
1994-10-01,"Third Rock From The Sun","Joe Diffie",0
1994-10-08,"Who s That Man","Toby Keith",0
1994-10-15,"She s Not The Cheatin Kind","Brooks",0
1994-10-22,"She s Not The Cheatin Kind","Brooks",0
1994-10-29,"Livin On Love","Alan Jackson",0
1994-11-05,"Livin On Love","Alan Jackson",0
1994-11-12,"Livin On Love","Alan Jackson",0
1994-11-19,"Shut Up And Kiss Me","Mary Chapin Carpenter",0
1994-11-26,"If I Could Make A Living","Clay Walker",0
1994-12-03,"The Big One","George Strait",0
1994-12-10,"If You ve Got Love","John Michael Montgomery",0
1994-12-17,"Pickup Man","Joe Diffie",0
1994-12-24,"Pickup Man","Joe Diffie",0
1994-12-31,"Pickup Man","Joe Diffie",0
1995-01-07,"Pickup Man","Joe Diffie",0
1995-01-14,"Not A Moment Too Soon","Tim McGraw",0
1995-01-21,"Not A Moment Too Soon","Tim McGraw",0
1995-01-28,"Gone Country","Alan Jackson",0
1995-02-04,"Mi Vida Loca (My Crazy Life)","Pam Tillis",0
1995-02-11,"Mi Vida Loca (My Crazy Life)","Pam Tillis",0
1995-02-18,"My Kind Of Girl","Collin Raye",0
1995-02-25,"Old Enough To Know Better","Wade Hayes",0
1995-03-04,"Old Enough To Know Better","Wade Hayes",0
1995-03-11,"You Can't Make A Heart Love Somebody","George Strait",0
1995-03-18,"This Woman And This Man","Clay Walker",0
1995-03-25,"This Woman And This Man","Clay Walker",0
1995-04-01,"Thinkin' About You","Trisha Yearwood",0
1995-04-08,"Thinkin' About You","Trisha Yearwood",0
1995-04-15,"The Heart Is A Lonely Hunter","Reba McEntire",0
1995-04-22,"I Can Love You Like That","John Michael Montgomery",0
1995-04-29,"Little Miss Honky Tonk","Brooks & Dunn",0
1995-05-06,"I Can Love You Like That","John Michael Montgomery",0
1995-05-13,"I Can Love You Like That","John Michael Montgomery",0
1995-05-20,"Gonna Get A Life","Mark Chesnutt",0
1995-05-27,"What Mattered Most","Ty Herndon",0
1995-06-03,"Summer's Comin'","Clint Black",0
1995-06-10,"Summer's Comin'","Clint Black",0
1995-06-17,"Summer's Comin'","Clint Black",0
1995-06-24,"Texas Tornado","Tracy Lawrence",0
1995-07-01,"Sold (The Grundy County Auction Incident)","John Michael Montgomery",0
1995-07-08,"Sold (The Grundy County Auction Incident)","John Michael Montgomery",0
1995-07-15,"Sold (The Grundy County Auction Incident)","John Michael Montgomery",0
1995-07-22,"Any Man Of Mine","Shania Twain",0
1995-07-29,"Any Man Of Mine","Shania Twain",0
1995-08-05,"I Don't Even Know Your Name","Alan Jackson",0
1995-08-12,"I Didn't Know My Own Strength","Lorrie Morgan",0
1995-08-19,"You're Gonna Miss Me When I'm Gone","Brooks & Dunn",0
1995-08-26,"You're Gonna Miss Me When I'm Gone","Brooks & Dunn",0
1995-09-02,"Not On Your Love","Jeff Carson",0
1995-09-09,"Someone Else's Star","Bryan White",0
1995-09-16,"I Like It, I Love It","Tim McGraw",0
1995-09-23,"I Like It, I Love It","Tim McGraw",0
1995-09-30,"I Like It, I Love It","Tim McGraw",0
1995-10-07,"I Like It, I Love It","Tim McGraw",0
1995-10-14,"I Like It, I Love It","Tim McGraw",0
1995-10-21,"She's Every Woman","Garth Brooks",0
1995-10-28,"Dust On The Bottle","David Lee Murphy",0
1995-11-04,"Dust On The Bottle","David Lee Murphy",0
1995-11-11,"Check Yes Or No","George Strait",0
1995-11-18,"Check Yes Or No","George Strait",0
1995-11-25,"Check Yes Or No","George Strait",0
1995-12-02,"Check Yes Or No","George Strait",0
1995-12-09,"Tall, Tall Trees","Alan Jackson",0
1995-12-16,"Tall, Tall Trees","Alan Jackson",0
1995-12-23,"That's As Close As I'll Get To Loving You","Aaron Tippin",0
1995-12-30,"That's As Close As I'll Get To Loving You","Aaron Tippin",0
1996-01-06,"Rebecca Lynn","Bryan White",0
1996-01-13,"It Matters To Me","Faith Hill",0
1996-01-20,"It Matters To Me","Faith Hill",0
1996-01-27,"It Matters To Me","Faith Hill",0
1996-02-03,"(If You're Not In It For Love) I'm Outta Here!","Shania Twain",0
1996-02-10,"(If You're Not In It For Love) I'm Outta Here!","Shania Twain",0
1996-02-17,"Bigger Than The Beatles","Joe Diffie",0
1996-02-24,"Bigger Than The Beatles","Joe Diffie",0
1996-03-02,"Wild Angels","Martina McBride",0
1996-03-09,"I'll Try","Alan Jackson",0
1996-03-16,"The Beaches Of Cheyenne","Garth Brooks",0
1996-03-23,"You Can Feel Bad","Patty Loveless",0
1996-03-30,"You Can Feel Bad","Patty Loveless",0
1996-04-06,"To Be Loved By You","Wynonna",0
1996-04-13,"No News","Lonestar",0
1996-04-20,"No News","Lonestar",0
1996-04-27,"No News","Lonestar",0
1996-05-04,"You Win My Love","Shania Twain",0
1996-05-11,"You Win My Love","Shania Twain",0
1996-05-18,"My Maria","Brooks & Dunn",0
1996-05-25,"My Maria","Brooks & Dunn",0
1996-06-01,"My Maria","Brooks & Dunn",0
1996-06-08,"Blue Clear Sky","George Strait",0
1996-06-15,"Blue Clear Sky","George Strait",0
1996-06-22,"Time Marches On","Tracy Lawrence",0
1996-06-29,"Time Marches On","Tracy Lawrence",0
1996-07-06,"Time Marches On","Tracy Lawrence",0
1996-07-13,"No One Needs To Know","Shania Twain",0
1996-07-20,"Daddy's Money","Ricochet",0
1996-07-27,"Daddy's Money","Ricochet",0
1996-08-03,"Don't Get Me Started","Rhett Akins",0
1996-08-10,"Carried Away","George Strait",0
1996-08-17,"Carried Away","George Strait",0
1996-08-24,"Carried Away","George Strait",0
1996-08-31,"She Never Lets It Go To Her Heart","Tim McGraw",0
1996-09-07,"She Never Lets It Go To Her Heart","Tim McGraw",0
1996-09-14,"Guys Do It All The Time","Mindy McCready",0
1996-09-21,"So Much For Pretending","Bryan White",0
1996-09-28,"So Much For Pretending","Bryan White",0
1996-10-05,"Living In A Moment","Ty Herndon",0
1996-10-12,"Believe Me Baby (I Lied)","Trisha Yearwood",0
1996-10-19,"Believe Me Baby (I Lied)","Trisha Yearwood",0
1996-10-26,"Like The Rain","Clint Black",0
1996-11-02,"Like The Rain","Clint Black",0
1996-11-09,"Like The Rain","Clint Black",0
1996-11-16,"Lonely Too Long","Patty Loveless",0
1996-11-23,"Strawberry Wine","Deana Carter",0
1996-11-30,"Strawberry Wine","Deana Carter",0
1996-12-07,"Little Bitty","Alan Jackson",0
1996-12-14,"Little Bitty","Alan Jackson",0
1996-12-21,"Little Bitty","Alan Jackson",0
1996-12-28,"One Way Ticket (Because I Can)","LeAnn Rimes",0
1997-01-04,"One Way Ticket (Because I Can)","LeAnn Rimes",0
1997-01-11,"Nobody Knows","Kevin Sharp",0
1997-01-18,"Nobody Knows","Kevin Sharp",0
1997-01-25,"Nobody Knows","Kevin Sharp",0
1997-02-01,"Nobody Knows","Kevin Sharp",0
1997-02-08,"It s A Little Too Late","Mark Chesnutt",0
1997-02-15,"It s A Little Too Late","Mark Chesnutt",0
1997-02-22,"A Man This Lonely","Brooks",0
1997-03-01,"Running Out Of Reasons To Run","Rick Trevino",0
1997-03-08,"Me Too","Toby Keith",0
1997-03-15,"We Danced Anyway","Deana Carter",0
1997-03-22,"We Danced Anyway","Deana Carter",0
1997-03-29,"How Was I To Know","Reba McEntire",0
1997-04-05,"(This Ain't) No Thinkin' Thing","Trace Adkins",0
1997-04-12,"Rumor Has It","Clay Walker",0
1997-04-19,"Rumor Has It","Clay Walker",0
1997-04-26,"One Night At A Time","George Strait",0
1997-05-03,"One Night At A Time","George Strait",0
1997-05-10,"One Night At A Time","George Strait",0
1997-05-17,"One Night At A Time","George Strait",0
1997-05-24,"One Night At A Time","George Strait",0
1997-05-31,"Sittin' On Go","Bryan White",0
1997-06-07,"It's Your Love","Tim McGraw With Faith Hill",0
1997-06-14,"It's Your Love","Tim McGraw With Faith Hill",0
1997-06-21,"It's Your Love","Tim McGraw With Faith Hill",0
1997-06-28,"It s Your Love","Tim McGraw With Faith Hill",0
1997-07-05,"It s Your Love","Tim McGraw With Faith Hill",0
1997-07-12,"It s Your Love","Tim McGraw With Faith Hill",0
1997-07-19,"Carrying Your Love With Me","George Strait",0
1997-07-26,"Carrying Your Love With Me","George Strait",0
1997-08-02,"Carrying Your Love With Me","George Strait",0
1997-08-09,"Carrying Your Love With Me","George Strait",0
1997-08-16,"Come Cryin' To Me","Lonestar",0
1997-08-23,"Come Cryin' To Me","Lonestar",0
1997-08-30,"She's Got It All","Kenny Chesney",0
1997-09-06,"She's Got It All","Kenny Chesney",0
1997-09-13,"She's Got It All","Kenny Chesney",0
1997-09-20,"There Goes","Alan Jackson",0
1997-09-27,"How Your Love Makes Me Feel","Diamond Rio",0
1997-10-04,"How Your Love Makes Me Feel","Diamond Rio",0
1997-10-11,"How Your Love Makes Me Feel","Diamond Rio",0
1997-10-18,"How Do I Get There","Deana Carter",0
1997-10-25,"Everywhere","Tim McGraw",0
1997-11-01,"Everywhere","Tim McGraw",0
1997-11-08,"Love Gets Me Every Time","Shania Twain",0
1997-11-15,"Love Gets Me Every Time","Shania Twain",0
1997-11-22,"Love Gets Me Every Time","Shania Twain",0
1997-11-29,"Love Gets Me Every Time","Shania Twain",0
1997-12-06,"Love Gets Me Every Time","Shania Twain",0
1997-12-13,"From Here To Eternity","Michael Peterson",0
1997-12-20,"Longneck Bottle","Garth Brooks",0
1997-12-27,"Longneck Bottle","Garth Brooks",0
1998-01-03,"Longneck Bottle","Garth Brooks",0
1998-01-10,"A Broken Wing","Martina McBride",0
1998-01-17,"Just To See You Smile","Tim McGraw",0
1998-01-24,"Just To See You Smile","Tim McGraw",0
1998-01-31,"Just To See You Smile","Tim McGraw",0
1998-02-07,"Just To See You Smile","Tim McGraw",0
1998-02-14,"Just To See You Smile","Tim McGraw",0
1998-02-21,"Just To See You Smile","Tim McGraw",0
1998-02-28,"What If I Said","Anita Cochran (Duet With Steve Wariner)",0
1998-03-07,"Round About Way","George Strait",0
1998-03-14,"Round About Way","George Strait",0
1998-03-21,"Nothin' But The Taillights","Clint Black",0
1998-03-28,"Nothin' But The Taillights","Clint Black",0
1998-04-04,"Perfect Love","Trisha Yearwood",0
1998-04-11,"Perfect Love","Trisha Yearwood",0
1998-04-18,"Bye Bye","Jo Dee Messina",0
1998-04-25,"Bye Bye","Jo Dee Messina",0
1998-05-02,"You re Still The One","Shania Twain",520
1998-05-09,"Two Pina Coladas","Garth Brooks",0
1998-05-16,"This Kiss","Faith Hill",0
1998-05-23,"This Kiss","Faith Hill",0
1998-05-30,"This Kiss","Faith Hill",0
1998-06-06,"I Just Want To Dance With You","George Strait",0
1998-06-13,"I Just Want To Dance With You","George Strait",0
1998-06-20,"I Just Want To Dance With You","George Strait",0
1998-06-27,"If You See Him/If You See Her","Reba/Brooks",0
1998-07-04,"If You See Him/If You See Her","Reba/Brooks",0
1998-07-11,"The Shoes You re Wearing","Clint Black",0
1998-07-18,"I Can Still Feel You","Collin Raye",0
1998-07-25,"I Can Still Feel You","Collin Raye",0
1998-08-01,"To Make You Feel My Love","Garth Brooks",0
1998-08-08,"There s Your Trouble","Dixie Chicks",0
1998-08-15,"There s Your Trouble","Dixie Chicks",0
1998-08-22,"I m Alright","Jo Dee Messina",0
1998-08-29,"I m Alright","Jo Dee Messina",0
1998-09-05,"I m Alright","Jo Dee Messina",0
1998-09-12,"How Long Gone","Brooks & Dunn",0
1998-09-19,"How Long Gone","Brooks & Dunn",0
1998-09-26,"How Long Gone","Brooks & Dunn",0
1998-10-03,"Where The Green Grass Grows","Tim McGraw",0
1998-10-10,"Where The Green Grass Grows","Tim McGraw",0
1998-10-17,"Where The Green Grass Grows","Tim McGraw",0
1998-10-24,"Where The Green Grass Grows","Tim McGraw",0
1998-10-31,"Honey, I m Home","Shania Twain",0
1998-11-07,"Wide Open Spaces","Dixie Chicks",0
1998-11-14,"Wide Open Spaces","Dixie Chicks",0
1998-11-21,"Wide Open Spaces","Dixie Chicks",0
1998-11-28,"Wide Open Spaces","Dixie Chicks",0
1998-12-05,"It Must Be Love","Ty Herndon",0
1998-12-12,"Let Me Let Go","Faith Hill",0
1998-12-19,"Husbands And Wives","Brooks",0
1998-12-26,"You re Easy On The Eyes","Terri Clark",0
1999-01-02,"You re Easy On The Eyes","Terri Clark",0
1999-01-09,"You re Easy On The Eyes","Terri Clark",0
1999-01-16,"Right On The Money","Alan Jackson",0
1999-01-23,"Wrong Again","Martina McBride",0
1999-01-30,"Stand Beside Me","Jo Dee Messina",0
1999-02-06,"Stand Beside Me","Jo Dee Messina",0
1999-02-13,"Stand Beside Me","Jo Dee Messina",0
1999-02-20,"I Don t Want To Miss A Thing","Mark Chesnutt",0
1999-02-27,"I Don t Want To Miss A Thing","Mark Chesnutt",0
1999-03-06,"No Place That Far","Sara Evans",0
1999-03-13,"You Were Mine","Dixie Chicks",0
1999-03-20,"You Were Mine","Dixie Chicks",0
1999-03-27,"How Forever Feels","Kenny Chesney",0
1999-04-03,"How Forever Feels","Kenny Chesney",0
1999-04-10,"How Forever Feels","Kenny Chesney",0
1999-04-17,"How Forever Feels","Kenny Chesney",0
1999-04-24,"How Forever Feels","Kenny Chesney",0
1999-05-01,"How Forever Feels","Kenny Chesney",0
1999-05-08,"Wish You Were Here","Mark Wills",0
1999-05-15,"Please Remember Me","Tim McGraw",0
1999-05-22,"Please Remember Me","Tim McGraw",0
1999-05-29,"Please Remember Me","Tim McGraw",0
1999-06-05,"Please Remember Me","Tim McGraw",0
1999-06-12,"Please Remember Me","Tim McGraw",0
1999-06-19,"Write This Down","George Strait",0
1999-06-26,"Write This Down","George Strait",0
1999-07-03,"Write This Down","George Strait",0
1999-07-10,"Write This Down","George Strait",0
1999-07-17,"Amazed","Lonestar",0
1999-07-24,"Amazed","Lonestar",0
1999-07-31,"Amazed","Lonestar",0
1999-08-07,"Amazed","Lonestar",0
1999-08-14,"Amazed","Lonestar",0
1999-08-21,"Amazed","Lonestar",0
1999-08-28,"Amazed","Lonestar",0
1999-09-04,"Amazed","Lonestar",0
1999-09-11,"Single White Female","Chely Wright",0
1999-09-18,"You Had Me From Hello","Kenny Chesney",0
1999-09-25,"Something Like That","Tim McGraw",0
1999-10-02,"Something Like That","Tim McGraw",0
1999-10-09,"Something Like That","Tim McGraw",0
1999-10-16,"Something Like That","Tim McGraw",0
1999-10-23,"Something Like That","Tim McGraw",0
1999-10-30,"I Love You","Martina McBride",0
1999-11-06,"I Love You","Martina McBride",0
1999-11-13,"I Love You","Martina McBride",0
1999-11-20,"I Love You","Martina McBride",0
1999-11-27,"I Love You","Martina McBride",0
1999-12-04,"When I Said I Do","Clint Black",0
1999-12-11,"He Didn t Have To Be","Brad Paisley",0
1999-12-18,"When I Said I Do","Clint Black",0
1999-12-25,"Breathe","Faith Hill",0
2000-01-01,"Breathe","Faith Hill",0
2000-01-08,"Breathe","Faith Hill",0
2000-01-15,"Breathe","Faith Hill",0
2000-01-22,"Breathe","Faith Hill",0
2000-01-29,"Breathe","Faith Hill",0
2000-02-05,"Cowboy Take Me Away","Dixie Chicks",0
2000-02-12,"Cowboy Take Me Away","Dixie Chicks",0
2000-02-19,"Cowboy Take Me Away","Dixie Chicks",0
2000-02-26,"My Best Friend","Tim McGraw",0
2000-03-04,"My Best Friend","Tim McGraw",0
2000-03-11,"Smile","Lonestar",0
2000-03-18,"How Do You Like Me Now?!","Toby Keith",0
2000-03-25,"How Do You Like Me Now?!","Toby Keith",0
2000-04-01,"How Do You Like Me Now?!","Toby Keith",0
2000-04-08,"How Do You Like Me Now?!","Toby Keith",0
2000-04-15,"How Do You Like Me Now?!","Toby Keith",0
2000-04-22,"The Best Day","George Strait",0
2000-04-29,"The Best Day","George Strait",0
2000-05-06,"The Best Day","George Strait",0
2000-05-13,"Buy Me A Rose","Kenny Rogers With Alison Krauss",0
2000-05-20,"The Way You Love Me","Faith Hill",0
2000-05-27,"The Way You Love Me","Faith Hill",0
2000-06-03,"The Way You Love Me","Faith Hill",0
2000-06-10,"The Way You Love Me","Faith Hill",0
2000-06-17,"Yes!","Chad Brock",0
2000-06-24,"Yes!","Chad Brock",0
2000-07-01,"Yes!","Chad Brock",0
2000-07-08,"I Hope You Dance","Lee Ann Womack With Sons Of The Desert",0
2000-07-15,"I Hope You Dance","Lee Ann Womack With Sons Of The Desert",0
2000-07-22,"I Hope You Dance","Lee Ann Womack With Sons Of The Desert",0
2000-07-29,"I Hope You Dance","Lee Ann Womack With Sons Of The Desert",0
2000-08-05,"I Hope You Dance","Lee Ann Womack With Sons Of The Desert",0
2000-08-12,"What About Now","Lonestar",0
2000-08-19,"What About Now","Lonestar",0
2000-08-26,"What About Now","Lonestar",0
2000-09-02,"What About Now","Lonestar",0
2000-09-09,"It Must Be Love","Alan Jackson",0
2000-09-16,"That s The Way","Jo Dee Messina",0
2000-09-23,"That s The Way","Jo Dee Messina",0
2000-09-30,"That s The Way","Jo Dee Messina",0
2000-10-07,"That s The Way","Jo Dee Messina",0
2000-10-14,"Kiss This","Aaron Tippin",0
2000-10-21,"Kiss This","Aaron Tippin",0
2000-10-28,"The Little Girl","John Michael Montgomery",0
2000-11-04,"The Little Girl","John Michael Montgomery",0
2000-11-11,"The Little Girl","John Michael Montgomery",0
2000-11-18,"Best Of Intentions","Travis Tritt",0
2000-11-25,"Just Another Day In Paradise","Phil Vassar",0
2000-12-02,"We Danced","Brad Paisley",0
2000-12-09,"We Danced","Brad Paisley",0
2000-12-16,"My Next Thirty Years","Tim McGraw",0
2000-12-23,"My Next Thirty Years","Tim McGraw",0
2000-12-30,"My Next Thirty Years","Tim McGraw",0
2001-01-06,"My Next Thirty Years","Tim McGraw",0
2001-01-13,"My Next Thirty Years","Tim McGraw",0
2001-01-20,"Born To Fly","Sara Evans",0
2001-01-27,"Without You","Dixie Chicks",0
2001-02-03,"Tell Her","Lonestar",0
2001-02-10,"Tell Her","Lonestar",0
2001-02-17,"There Is No Arizona","Jamie O'Neal",0
2001-02-24,"But For The Grace Of God","Keith Urban",0
2001-03-03,"You Shouldn't Kiss Me Like This","Toby Keith",0
2001-03-10,"One More Day","Diamond Rio",0
2001-03-17,"You Shouldn't Kiss Me Like This","Toby Keith",0
2001-03-31,"One More Day","Diamond Rio",0
2001-04-07,"Who I Am","Jessica Andrews",0
2001-04-14,"Who I Am","Jessica Andrews",0
2001-04-21,"Who I Am","Jessica Andrews",0
2001-04-28,"Ain't Nothing `Bout You","Brooks & Dunn",0
2001-05-05,"Ain't Nothing `Bout You","Brooks & Dunn",0
2001-05-12,"Ain't Nothing `Bout You","Brooks & Dunn",0
2001-05-19,"Ain't Nothing `Bout You","Brooks & Dunn",0
2001-05-26,"Ain't Nothing `Bout You","Brooks & Dunn",0
2001-06-02,"Ain't Nothing `Bout You","Brooks & Dunn",0
2001-06-09,"Don't Happen Twice","Kenny Chesney",0
2001-06-16,"Grown Men Don't Cry","Tim McGraw",0
2001-06-23,"I'm Already There","Lonestar",0
2001-06-30,"I'm Already There","Lonestar",0
2001-07-07,"I'm Already There","Lonestar",0
2001-07-14,"I'm Already There","Lonestar",0
2001-07-21,"I'm Already There","Lonestar",0
2001-07-28,"I'm Already There","Lonestar",0
2001-08-04,"When I Think About Angels","Jamie O'Neal",0
2001-08-11,"Austin","Blake Shelton",0
2001-08-18,"Austin","Blake Shelton",0
2001-08-25,"Austin","Blake Shelton",0
2001-09-01,"Austin","Blake Shelton",0
2001-09-08,"Austin","Blake Shelton",0
2001-09-15,"I'm Just Talkin' About Tonight","Toby Keith",0
2001-09-22,"What I Really Meant To Say","Cyndi Thomson",0
2001-09-29,"What I Really Meant To Say","Cyndi Thomson",0
2001-10-06,"What I Really Meant To Say","Cyndi Thomson",0
2001-10-13,"Where I Come From","Alan Jackson",0
2001-10-20,"Where I Come From","Alan Jackson",0
2001-10-27,"Only In America","Brooks & Dunn",0
2001-11-03,"Where I Come From","Alan Jackson",0
2001-11-10,"Angry All The Time","Tim McGraw",0
2001-11-17,"Angry All The Time","Tim McGraw",0
2001-11-24,"I Wanna Talk About Me","Toby Keith",0
2001-12-01,"I Wanna Talk About Me","Toby Keith",0
2001-12-08,"I Wanna Talk About Me","Toby Keith",0
2001-12-15,"I Wanna Talk About Me","Toby Keith",0
2001-12-22,"I Wanna Talk About Me","Toby Keith",0
2001-12-29,"Where Were You (When The World Stopped Turning)","Alan Jackson",0
2002-01-05,"Where Were You (When The World Stopped Turning)","Alan Jackson",0
2002-01-12,"Where Were You (When The World Stopped Turning)","Alan Jackson",0
2002-01-19,"Where Were You (When The World Stopped Turning)","Alan Jackson",0
2002-01-26,"Where Were You (When The World Stopped Turning)","Alan Jackson",0
2002-02-02,"Good Morning Beautiful","Steve Holy",0
2002-02-09,"Good Morning Beautiful","Steve Holy",0
2002-02-16,"Good Morning Beautiful","Steve Holy",0
2002-02-23,"Good Morning Beautiful","Steve Holy",0
2002-03-02,"Good Morning Beautiful","Steve Holy",0
2002-03-09,"Bring On The Rain","Jo Dee Messina With Tim McGraw",0
2002-03-16,"The Cowboy In Me","Tim McGraw",0
2002-03-23,"The Long Goodbye","Brooks & Dunn",0
2002-03-30,"Blessed","Martina McBride",0
2002-04-06,"Blessed","Martina McBride",0
2002-04-13,"I Breathe In, I Breathe Out","Chris Cagle",0
2002-04-20,"My List","Toby Keith",0
2002-04-27,"My List","Toby Keith",0
2002-05-04,"My List","Toby Keith",0
2002-05-11,"My List","Toby Keith",0
2002-05-18,"My List","Toby Keith",0
2002-05-25,"Drive (For Daddy Gene)","Alan Jackson",0
2002-06-01,"Drive (For Daddy Gene)","Alan Jackson",0
2002-06-08,"Drive (For Daddy Gene)","Alan Jackson",0
2002-06-15,"Drive (For Daddy Gene)","Alan Jackson",0
2002-06-22,"Living And Living Well","George Strait",0
2002-06-29,"Living And Living Well","George Strait",0
2002-07-06,"I'm Gonna Miss Her (The Fishin' Song)","Brad Paisley",0
2002-07-13,"I'm Gonna Miss Her (The Fishin' Song)","Brad Paisley",0
2002-07-20,"Courtesy Of The Red, White And Blue (The Angry American)","Toby Keith",0
2002-07-27,"The Good Stuff","Kenny Chesney",0
2002-08-03,"The Good Stuff","Kenny Chesney",0
2002-08-10,"The Good Stuff","Kenny Chesney",0
2002-08-17,"The Good Stuff","Kenny Chesney",0
2002-08-24,"The Good Stuff","Kenny Chesney",0
2002-08-31,"The Good Stuff","Kenny Chesney",0
2002-09-07,"The Good Stuff","Kenny Chesney",0
2002-09-14,"Unbroken","Tim McGraw",0
2002-09-21,"I Miss My Friend","Darryl Worley",0
2002-09-28,"Beautiful Mess","Diamond Rio",0
2002-10-05,"Ten Rounds With Jose Cuervo","Tracy Byrd",0
2002-10-12,"Beautiful Mess","Diamond Rio",0
2002-10-19,"Somebody Like You","Keith Urban",0
2002-10-26,"Somebody Like You","Keith Urban",0
2002-11-02,"Somebody Like You","Keith Urban",0
2002-11-09,"Somebody Like You","Keith Urban",0
2002-11-16,"Somebody Like You","Keith Urban",0
2002-11-23,"Somebody Like You","Keith Urban",0
2002-11-30,"These Days","Rascal Flatts",0
2002-12-07,"These Days","Rascal Flatts",0
2002-12-14,"These Days","Rascal Flatts",0
2002-12-21,"Who's Your Daddy?","Toby Keith",0
2002-12-28,"She'll Leave You With A Smile","George Strait",0
2003-01-04,"She'll Leave You With A Smile","George Strait",0
2003-01-11,"19 Somethin'","Mark Wills",0
2003-01-18,"19 Somethin'","Mark Wills",0
2003-01-25,"19 Somethin'","Mark Wills",0
2003-02-01,"19 Somethin'","Mark Wills",0
2003-02-08,"19 Somethin'","Mark Wills",0
2003-02-15,"19 Somethin'","Mark Wills",0
2003-02-22,"The Baby","Blake Shelton",0
2003-03-01,"The Baby","Blake Shelton",0
2003-03-08,"The Baby","Blake Shelton",0
2003-03-15,"Man To Man","Gary Allan",0
2003-03-22,"Travelin' Soldier","Dixie Chicks",0
2003-03-29,"Brokenheartsville","Joe Nichols",0
2003-04-05,"Have You Forgotten?","Darryl Worley",0
2003-04-12,"Have You Forgotten?","Darryl Worley",0
2003-04-19,"Have You Forgotten?","Darryl Worley",0
2003-04-26,"Have You Forgotten?","Darryl Worley",0
2003-05-03,"Have You Forgotten?","Darryl Worley",0
2003-05-10,"Have You Forgotten?","Darryl Worley",0
2003-05-17,"Have You Forgotten?","Darryl Worley",0
2003-05-24,"Three Wooden Crosses","Randy Travis",0
2003-05-31,"I Believe","Diamond Rio",0
2003-06-07,"I Believe","Diamond Rio",0
2003-06-14,"Beer For My Horses","Toby Keith Duet With Willie Nelson",0
2003-06-21,"Beer For My Horses","Toby Keith Duet With Willie Nelson",0
2003-06-28,"Beer For My Horses","Toby Keith Duet With Willie Nelson",0
2003-07-05,"Beer For My Horses","Toby Keith Duet With Willie Nelson",0
2003-07-12,"Beer For My Horses","Toby Keith Duet With Willie Nelson",0
2003-07-19,"Beer For My Horses","Toby Keith Duet With Willie Nelson",0
2003-07-26,"My Front Porch Looking In","Lonestar",0
2003-08-02,"Red Dirt Road","Brooks & Dunn",0
2003-08-09,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-08-16,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-08-23,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-08-30,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-09-06,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-09-13,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-09-20,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-09-27,"What Was I Thinkin'","Dierks Bentley",0
2003-10-04,"It's Five O'Clock Somewhere","Alan Jackson & Jimmy Buffett",0
2003-10-11,"Real Good Man","Tim McGraw",0
2003-10-18,"Real Good Man","Tim McGraw",0
2003-10-25,"Tough Little Boys","Gary Allan",0
2003-11-01,"Tough Little Boys","Gary Allan",0
2003-11-08,"Who Wouldn't Wanna Be Me","Keith Urban",0
2003-11-15,"I Love This Bar","Toby Keith",0
2003-11-22,"I Love This Bar","Toby Keith",0
2003-11-29,"I Love This Bar","Toby Keith",0
2003-12-06,"I Love This Bar","Toby Keith",0
2003-12-13,"I Love This Bar","Toby Keith",0
2003-12-20,"There Goes My Life","Kenny Chesney",0
2003-12-27,"There Goes My Life","Kenny Chesney",0
2004-01-03,"There Goes My Life","Kenny Chesney",0
2004-01-10,"There Goes My Life","Kenny Chesney",0
2004-01-17,"There Goes My Life","Kenny Chesney",0
2004-01-24,"There Goes My Life","Kenny Chesney",0
2004-01-31,"There Goes My Life","Kenny Chesney",0
2004-02-07,"Remember When","Alan Jackson",0
2004-02-14,"Remember When","Alan Jackson",0
2004-02-21,"American Soldier","Toby Keith",0
2004-02-28,"American Soldier","Toby Keith",0
2004-03-06,"American Soldier","Toby Keith",0
2004-03-13,"American Soldier","Toby Keith",0
2004-03-20,"Watch The Wind Blow By","Tim McGraw",0
2004-03-27,"Watch The Wind Blow By","Tim McGraw",0
